game_id,season,team,side,batting_order,player_id,player_name,position,batting_avg,obp,slg,ops,home_runs,rbi,k_rate,bb_rate
75,1,Johnson Creek Mapaches,home,7,71,Owen Zimmerman,CF,0.295,0.342,0.444,0.786,2,11,0.088,0.028
75,1,Johnson Creek Mapaches,home,8,72,Parker Young,RF,0.309,0.381,0.482,0.863,0,5,0.26,0.104
75,1,Johnson Creek Mapaches,home,9,73,Tristan Rasmussen,DH,0.267,0.301,0.471,0.772,1,6,0.098,0.057
75,1,Waukesha Foxes,away,1,81,Sean Krueger,C,0.27,0.331,0.465,0.796,2,15,0.097,0.057
75,1,Waukesha Foxes,away,2,82,Jake Quinn,1B,0.246,0.324,0.43,0.754,2,5,0.203,0.028
75,1,Waukesha Foxes,away,3,83,Kevin Anderson,2B,0.346,0.434,0.512,0.946,3,29,0.182,0.111
75,1,Waukesha Foxes,away,4,84,Colton Rohde,3B,0.263,0.326,0.38,0.706,0,9,0.122,0.049
75,1,Waukesha Foxes,away,5,85,Liam Erickson,SS,0.286,0.351,0.494,0.845,2,14,0.116,0.097
75,1,Waukesha Foxes,away,6,86,Luke Lehmann,LF,0.264,0.304,0.365,0.669,0,5,0.141,0.065
75,1,Waukesha Foxes,away,7,87,Xavier Gonzalez,CF,0.277,0.372,0.414,0.786,1,8,0.144,0.04
75,1,Waukesha Foxes,away,8,88,Carter Turner,RF,0.27,0.308,0.37,0.678,1,29,0.11,0.023
75,1,Waukesha Foxes,away,9,89,Jake Strang,DH,0.253,0.3,0.348,0.648,1,11,0.306,0.037
76,1,Waukesha Foxes,home,1,81,Sean Krueger,C,0.27,0.331,0.465,0.796,2,15,0.097,0.057
76,1,Waukesha Foxes,home,2,82,Jake Quinn,1B,0.246,0.324,0.43,0.754,2,5,0.203,0.028
76,1,Waukesha Foxes,home,3,83,Kevin Anderson,2B,0.346,0.434,0.512,0.946,3,29,0.182,0.111
76,1,Waukesha Foxes,home,4,84,Colton Rohde,3B,0.263,0.326,0.38,0.706,0,9,0.122,0.049
76,1,Waukesha Foxes,home,5,85,Liam Erickson,SS,0.286,0.351,0.494,0.845,2,14,0.116,0.097
76,1,Waukesha Foxes,home,6,86,Luke Lehmann,LF,0.264,0.304,0.365,0.669,0,5,0.141,0.065
76,1,Waukesha Foxes,home,7,87,Xavier Gonzalez,CF,0.277,0.372,0.414,0.786,1,8,0.144,0.04
76,1,Waukesha Foxes,home,8,88,Carter Turner,RF,0.27,0.308,0.37,0.678,1,29,0.11,0.023
76,1,Waukesha Foxes,home,9,89,Jake Strang,DH,0.253,0.3,0.348,0.648,1,11,0.306,0.037
76,1,Maunesha River Rats,away,1,1,Tristan Young,C,0.316,0.398,0.535,0.933,0,24,0.198,0.062
76,1,Maunesha River Rats,away,2,2,Grant Bauer,1B,0.287,0.357,0.364,0.721,1,16,0.188,0.039
76,1,Maunesha River Rats,away,3,3,Grayson Jensen,2B,0.282,0.333,0.375,0.708,1,33,0.114,0.074
76,1,Maunesha River Rats,away,4,4,Miles Hoffman,3B,0.25,0.297,0.353,0.65,0,15,0.211,0.073
76,1,Maunesha River Rats,away,5,5,Xavier Xiong,SS,0.305,0.367,0.44,0.807,2,11,0.103,0.045
76,1,Maunesha River Rats,away,6,6,Liam Ulrich,LF,0.257,0.323,0.376,0.699,2,6,0.4,0.063
76,1,Maunesha River Rats,away,7,7,Luke Palmer,CF,0.234,0.286,0.349,0.635,0,13,0.156,0.027
76,1,Maunesha River Rats,away,8,8,Weston Turner,RF,0.254,0.317,0.408,0.725,1,14,0.25,0.06
76,1,Maunesha River Rats,away,9,9,Quinn Kowalski,DH,0.248,0.317,0.315,0.632,0,14,0.17,0.068
77,1,Waukesha Foxes,home,1,81,Sean Krueger,C,0.27,0.331,0.465,0.796,2,15,0.097,0.057
77,1,Waukesha Foxes,home,2,82,Jake Quinn,1B,0.246,0.324,0.43,0.754,2,5,0.203,0.028
77,1,Waukesha Foxes,home,3,83,Kevin Anderson,2B,0.346,0.434,0.512,0.946,3,29,0.182,0.111
77,1,Waukesha Foxes,home,4,84,Colton Rohde,3B,0.263,0.326,0.38,0.706,0,9,0.122,0.049
77,1,Waukesha Foxes,home,5,85,Liam Erickson,SS,0.286,0.351,0.494,0.845,2,14,0.116,0.097
77,1,Waukesha Foxes,home,6,86,Luke Lehmann,LF,0.264,0.304,0.365,0.669,0,5,0.141,0.065
77,1,Waukesha Foxes,home,7,87,Xavier Gonzalez,CF,0.277,0.372,0.414,0.786,1,8,0.144,0.04
77,1,Waukesha Foxes,home,8,88,Carter Turner,RF,0.27,0.308,0.37,0.678,1,29,0.11,0.023
77,1,Waukesha Foxes,home,9,89,Jake Strang,DH,0.253,0.3,0.348,0.648,1,11,0.306,0.037
77,1,Maunesha River Rats,away,1,1,Tristan Young,C,0.316,0.398,0.535,0.933,0,24,0.198,0.062
77,1,Maunesha River Rats,away,2,2,Grant Bauer,1B,0.287,0.357,0.364,0.721,1,16,0.188,0.039
77,1,Maunesha River Rats,away,3,3,Grayson Jensen,2B,0.282,0.333,0.375,0.708,1,33,0.114,0.074
77,1,Maunesha River Rats,away,4,4,Miles Hoffman,3B,0.25,0.297,0.353,0.65,0,15,0.211,0.073
77,1,Maunesha River Rats,away,5,5,Xavier Xiong,SS,0.305,0.367,0.44,0.807,2,11,0.103,0.045
77,1,Maunesha River Rats,away,6,6,Liam Ulrich,LF,0.257,0.323,0.376,0.699,2,6,0.4,0.063
77,1,Maunesha River Rats,away,7,7,Luke Palmer,CF,0.234,0.286,0.349,0.635,0,13,0.156,0.027
77,1,Maunesha River Rats,away,8,8,Weston Turner,RF,0.254,0.317,0.408,0.725,1,14,0.25,0.06
77,1,Maunesha River Rats,away,9,9,Quinn Kowalski,DH,0.248,0.317,0.315,0.632,0,14,0.17,0.068
78,1,Waukesha Foxes,home,1,81,Sean Krueger,C,0.27,0.331,0.465,0.796,2,15,0.097,0.057
78,1,Waukesha Foxes,home,2,82,Jake Quinn,1B,0.246,0.324,0.43,0.754,2,5,0.203,0.028
78,1,Waukesha Foxes,home,3,83,Kevin Anderson,2B,0.346,0.434,0.512,0.946,3,29,0.182,0.111
78,1,Waukesha Foxes,home,4,84,Colton Rohde,3B,0.263,0.326,0.38,0.706,0,9,0.122,0.049
78,1,Waukesha Foxes,home,5,85,Liam Erickson,SS,0.286,0.351,0.494,0.845,2,14,0.116,0.097
78,1,Waukesha Foxes,home,6,86,Luke Lehmann,LF,0.264,0.304,0.365,0.669,0,5,0.141,0.065
78,1,Waukesha Foxes,home,7,87,Xavier Gonzalez,CF,0.277,0.372,0.414,0.786,1,8,0.144,0.04
78,1,Waukesha Foxes,home,8,88,Carter Turner,RF,0.27,0.308,0.37,0.678,1,29,0.11,0.023
78,1,Waukesha Foxes,home,9,89,Jake Strang,DH,0.253,0.3,0.348,0.648,1,11,0.306,0.037
78,1,Maunesha River Rats,away,1,1,Tristan Young,C,0.316,0.398,0.535,0.933,0,24,0.198,0.062
78,1,Maunesha River Rats,away,2,2,Grant Bauer,1B,0.287,0.357,0.364,0.721,1,16,0.188,0.039
78,1,Maunesha River Rats,away,3,3,Grayson Jensen,2B,0.282,0.333,0.375,0.708,1,33,0.114,0.074
78,1,Maunesha River Rats,away,4,4,Miles Hoffman,3B,0.25,0.297,0.353,0.65,0,15,0.211,0.073
78,1,Maunesha River Rats,away,5,5,Xavier Xiong,SS,0.305,0.367,0.44,0.807,2,11,0.103,0.045
78,1,Maunesha River Rats,away,6,6,Liam Ulrich,LF,0.257,0.323,0.376,0.699,2,6,0.4,0.063
78,1,Maunesha River Rats,away,7,7,Luke Palmer,CF,0.234,0.286,0.349,0.635,0,13,0.156,0.027
78,1,Maunesha River Rats,away,8,8,Weston Turner,RF,0.254,0.317,0.408,0.725,1,14,0.25,0.06
78,1,Maunesha River Rats,away,9,9,Quinn Kowalski,DH,0.248,0.317,0.315,0.632,0,14,0.17,0.068
79,1,Waukesha Foxes,home,1,81,Sean Krueger,C,0.27,0.331,0.465,0.796,2,15,0.097,0.057
79,1,Waukesha Foxes,home,2,82,Jake Quinn,1B,0.246,0.324,0.43,0.754,2,5,0.203,0.028
79,1,Waukesha Foxes,home,3,83,Kevin Anderson,2B,0.346,0.434,0.512,0.946,3,29,0.182,0.111
79,1,Waukesha Foxes,home,4,84,Colton Rohde,3B,0.263,0.326,0.38,0.706,0,9,0.122,0.049
79,1,Waukesha Foxes,home,5,85,Liam Erickson,SS,0.286,0.351,0.494,0.845,2,14,0.116,0.097
79,1,Waukesha Foxes,home,6,86,Luke Lehmann,LF,0.264,0.304,0.365,0.669,0,5,0.141,0.065
79,1,Waukesha Foxes,home,7,87,Xavier Gonzalez,CF,0.277,0.372,0.414,0.786,1,8,0.144,0.04
79,1,Waukesha Foxes,home,8,88,Carter Turner,RF,0.27,0.308,0.37,0.678,1,29,0.11,0.023
79,1,Waukesha Foxes,home,9,89,Jake Strang,DH,0.253,0.3,0.348,0.648,1,11,0.306,0.037
79,1,Wisconsin Cheese Kings,away,1,17,Kevin Werner,C,0.278,0.323,0.362,0.685,0,20,0.144,0.068
79,1,Wisconsin Cheese Kings,away,2,18,Marcus Sullivan,1B,0.24,0.279,0.425,0.704,0,23,0.112,0.029
79,1,Wisconsin Cheese Kings,away,3,19,Noah Falk,2B,0.298,0.388,0.491,0.879,2,16,0.333,0.068
79,1,Wisconsin Cheese Kings,away,4,20,Jared Dietrich,3B,0.313,0.349,0.408,0.757,2,29,0.1,0.081
79,1,Wisconsin Cheese Kings,away,5,21,Grayson Fowler,SS,0.307,0.372,0.486,0.858,2,20,0.35,0.087
79,1,Wisconsin Cheese Kings,away,6,22,Owen Fischer,LF,0.251,0.303,0.332,0.635,1,14,0.132,0.046
79,1,Wisconsin Cheese Kings,away,7,23,Colton Christensen,CF,0.277,0.341,0.366,0.707,0,14,0.235,0.036
79,1,Wisconsin Cheese Kings,away,8,24,Cameron Rohde,RF,0.236,0.319,0.454,0.773,1,7,0.089,0.047
79,1,Wisconsin Cheese Kings,away,9,25,Jared Falk,DH,0.26,0.332,0.412,0.744,2,12,0.215,0.037
80,1,Waukesha Foxes,home,1,81,Sean Krueger,C,0.27,0.331,0.465,0.796,2,15,0.097,0.057
80,1,Waukesha Foxes,home,2,82,Jake Quinn,1B,0.246,0.324,0.43,0.754,2,5,0.203,0.028
80,1,Waukesha Foxes,home,3,83,Kevin Anderson,2B,0.346,0.434,0.512,0.946,3,29,0.182,0.111
80,1,Waukesha Foxes,home,4,84,Colton Rohde,3B,0.263,0.326,0.38,0.706,0,9,0.122,0.049
80,1,Waukesha Foxes,home,5,85,Liam Erickson,SS,0.286,0.351,0.494,0.845,2,14,0.116,0.097
80,1,Waukesha Foxes,home,6,86,Luke Lehmann,LF,0.264,0.304,0.365,0.669,0,5,0.141,0.065
80,1,Waukesha Foxes,home,7,87,Xavier Gonzalez,CF,0.277,0.372,0.414,0.786,1,8,0.144,0.04
80,1,Waukesha Foxes,home,8,88,Carter Turner,RF,0.27,0.308,0.37,0.678,1,29,0.11,0.023
80,1,Waukesha Foxes,home,9,89,Jake Strang,DH,0.253,0.3,0.348,0.648,1,11,0.306,0.037
80,1,Wisconsin Cheese Kings,away,1,17,Kevin Werner,C,0.278,0.323,0.362,0.685,0,20,0.144,0.068
80,1,Wisconsin Cheese Kings,away,2,18,Marcus Sullivan,1B,0.24,0.279,0.425,0.704,0,23,0.112,0.029
80,1,Wisconsin Cheese Kings,away,3,19,Noah Falk,2B,0.298,0.388,0.491,0.879,2,16,0.333,0.068
80,1,Wisconsin Cheese Kings,away,4,20,Jared Dietrich,3B,0.313,0.349,0.408,0.757,2,29,0.1,0.081
80,1,Wisconsin Cheese Kings,away,5,21,Grayson Fowler,SS,0.307,0.372,0.486,0.858,2,20,0.35,0.087
80,1,Wisconsin Cheese Kings,away,6,22,Owen Fischer,LF,0.251,0.303,0.332,0.635,1,14,0.132,0.046
80,1,Wisconsin Cheese Kings,away,7,23,Colton Christensen,CF,0.277,0.341,0.366,0.707,0,14,0.235,0.036
80,1,Wisconsin Cheese Kings,away,8,24,Cameron Rohde,RF,0.236,0.319,0.454,0.773,1,7,0.089,0.047
80,1,Wisconsin Cheese Kings,away,9,25,Jared Falk,DH,0.26,0.332,0.412,0.744,2,12,0.215,0.037
81,1,Waukesha Foxes,home,1,81,Sean Krueger,C,0.27,0.331,0.465,0.796,2,15,0.097,0.057
81,1,Waukesha Foxes,home,2,82,Jake Quinn,1B,0.246,0.324,0.43,0.754,2,5,0.203,0.028
81,1,Waukesha Foxes,home,3,83,Kevin Anderson,2B,0.346,0.434,0.512,0.946,3,29,0.182,0.111
81,1,Waukesha Foxes,home,4,84,Colton Rohde,3B,0.263,0.326,0.38,0.706,0,9,0.122,0.049
81,1,Waukesha Foxes,home,5,85,Liam Erickson,SS,0.286,0.351,0.494,0.845,2,14,0.116,0.097
81,1,Waukesha Foxes,home,6,86,Luke Lehmann,LF,0.264,0.304,0.365,0.669,0,5,0.141,0.065
81,1,Waukesha Foxes,home,7,87,Xavier Gonzalez,CF,0.277,0.372,0.414,0.786,1,8,0.144,0.04
81,1,Waukesha Foxes,home,8,88,Carter Turner,RF,0.27,0.308,0.37,0.678,1,29,0.11,0.023
81,1,Waukesha Foxes,home,9,89,Jake Strang,DH,0.253,0.3,0.348,0.648,1,11,0.306,0.037
81,1,Wisconsin Cheese Kings,away,1,17,Kevin Werner,C,0.278,0.323,0.362,0.685,0,20,0.144,0.068
81,1,Wisconsin Cheese Kings,away,2,18,Marcus Sullivan,1B,0.24,0.279,0.425,0.704,0,23,0.112,0.029
81,1,Wisconsin Cheese Kings,away,3,19,Noah Falk,2B,0.298,0.388,0.491,0.879,2,16,0.333,0.068
81,1,Wisconsin Cheese Kings,away,4,20,Jared Dietrich,3B,0.313,0.349,0.408,0.757,2,29,0.1,0.081
81,1,Wisconsin Cheese Kings,away,5,21,Grayson Fowler,SS,0.307,0.372,0.486,0.858,2,20,0.35,0.087
81,1,Wisconsin Cheese Kings,away,6,22,Owen Fischer,LF,0.251,0.303,0.332,0.635,1,14,0.132,0.046
81,1,Wisconsin Cheese Kings,away,7,23,Colton Christensen,CF,0.277,0.341,0.366,0.707,0,14,0.235,0.036
81,1,Wisconsin Cheese Kings,away,8,24,Cameron Rohde,RF,0.236,0.319,0.454,0.773,1,7,0.089,0.047
81,1,Wisconsin Cheese Kings,away,9,25,Jared Falk,DH,0.26,0.332,0.412,0.744,2,12,0.215,0.037
82,1,Waukesha Foxes,home,1,81,Sean Krueger,C,0.27,0.331,0.465,0.796,2,15,0.097,0.057
82,1,Waukesha Foxes,home,2,82,Jake Quinn,1B,0.246,0.324,0.43,0.754,2,5,0.203,0.028
82,1,Waukesha Foxes,home,3,83,Kevin Anderson,2B,0.346,0.434,0.512,0.946,3,29,0.182,0.111
82,1,Waukesha Foxes,home,4,84,Colton Rohde,3B,0.263,0.326,0.38,0.706,0,9,0.122,0.049
82,1,Waukesha Foxes,home,5,85,Liam Erickson,SS,0.286,0.351,0.494,0.845,2,14,0.116,0.097
82,1,Waukesha Foxes,home,6,86,Luke Lehmann,LF,0.264,0.304,0.365,0.669,0,5,0.141,0.065
82,1,Waukesha Foxes,home,7,87,Xavier Gonzalez,CF,0.277,0.372,0.414,0.786,1,8,0.144,0.04
82,1,Waukesha Foxes,home,8,88,Carter Turner,RF,0.27,0.308,0.37,0.678,1,29,0.11,0.023
82,1,Waukesha Foxes,home,9,89,Jake Strang,DH,0.253,0.3,0.348,0.648,1,11,0.306,0.037
82,1,Northshore Bobbers,away,1,33,Kevin Lehmann,C,0.28,0.363,0.423,0.786,1,16,0.116,0.035
82,1,Northshore Bobbers,away,2,34,Bryce Robinson,1B,0.257,0.306,0.361,0.667,1,11,0.182,0.031
82,1,Northshore Bobbers,away,3,35,Kevin Carlson,2B,0.302,0.387,0.432,0.819,2,13,0.243,0.058
82,1,Northshore Bobbers,away,4,36,Caleb Nelson,3B,0.266,0.313,0.474,0.787,0,16,0.141,0.055
82,1,Northshore Bobbers,away,5,37,Cole Anderson,SS,0.245,0.29,0.374,0.664,0,6,0.139,0.045
82,1,Northshore Bobbers,away,6,38,Spencer Irvine,LF,0.271,0.325,0.399,0.724,2,17,0.106,0.053
82,1,Northshore Bobbers,away,7,39,Justin Werner,CF,0.273,0.313,0.334,0.647,0,18,0.393,0.067
82,1,Northshore Bobbers,away,8,40,Brady Larson,RF,0.32,0.362,0.426,0.788,2,33,0.16,0.038
82,1,Northshore Bobbers,away,9,41,Marcus Morrison,DH,0.314,0.399,0.399,0.798,2,25,0.091,0.076
83,1,Waukesha Foxes,home,1,81,Sean Krueger,C,0.27,0.331,0.465,0.796,2,15,0.097,0.057
83,1,Waukesha Foxes,home,2,82,Jake Quinn,1B,0.246,0.324,0.43,0.754,2,5,0.203,0.028
83,1,Waukesha Foxes,home,3,83,Kevin Anderson,2B,0.346,0.434,0.512,0.946,3,29,0.182,0.111
83,1,Waukesha Foxes,home,4,84,Colton Rohde,3B,0.263,0.326,0.38,0.706,0,9,0.122,0.049
83,1,Waukesha Foxes,home,5,85,Liam Erickson,SS,0.286,0.351,0.494,0.845,2,14,0.116,0.097
83,1,Waukesha Foxes,home,6,86,Luke Lehmann,LF,0.264,0.304,0.365,0.669,0,5,0.141,0.065
83,1,Waukesha Foxes,home,7,87,Xavier Gonzalez,CF,0.277,0.372,0.414,0.786,1,8,0.144,0.04
83,1,Waukesha Foxes,home,8,88,Carter Turner,RF,0.27,0.308,0.37,0.678,1,29,0.11,0.023
83,1,Waukesha Foxes,home,9,89,Jake Strang,DH,0.253,0.3,0.348,0.648,1,11,0.306,0.037
83,1,Northshore Bobbers,away,1,33,Kevin Lehmann,C,0.28,0.363,0.423,0.786,1,16,0.116,0.035
83,1,Northshore Bobbers,away,2,34,Bryce Robinson,1B,0.257,0.306,0.361,0.667,1,11,0.182,0.031
83,1,Northshore Bobbers,away,3,35,Kevin Carlson,2B,0.302,0.387,0.432,0.819,2,13,0.243,0.058
83,1,Northshore Bobbers,away,4,36,Caleb Nelson,3B,0.266,0.313,0.474,0.787,0,16,0.141,0.055
83,1,Northshore Bobbers,away,5,37,Cole Anderson,SS,0.245,0.29,0.374,0.664,0,6,0.139,0.045
83,1,Northshore Bobbers,away,6,38,Spencer Irvine,LF,0.271,0.325,0.399,0.724,2,17,0.106,0.053
83,1,Northshore Bobbers,away,7,39,Justin Werner,CF,0.273,0.313,0.334,0.647,0,18,0.393,0.067
83,1,Northshore Bobbers,away,8,40,Brady Larson,RF,0.32,0.362,0.426,0.788,2,33,0.16,0.038
83,1,Northshore Bobbers,away,9,41,Marcus Morrison,DH,0.314,0.399,0.399,0.798,2,25,0.091,0.076
84,1,Waukesha Foxes,home,1,81,Sean Krueger,C,0.27,0.331,0.465,0.796,2,15,0.097,0.057
84,1,Waukesha Foxes,home,2,82,Jake Quinn,1B,0.246,0.324,0.43,0.754,2,5,0.203,0.028
84,1,Waukesha Foxes,home,3,83,Kevin Anderson,2B,0.346,0.434,0.512,0.946,3,29,0.182,0.111
84,1,Waukesha Foxes,home,4,84,Colton Rohde,3B,0.263,0.326,0.38,0.706,0,9,0.122,0.049
84,1,Waukesha Foxes,home,5,85,Liam Erickson,SS,0.286,0.351,0.494,0.845,2,14,0.116,0.097
84,1,Waukesha Foxes,home,6,86,Luke Lehmann,LF,0.264,0.304,0.365,0.669,0,5,0.141,0.065
84,1,Waukesha Foxes,home,7,87,Xavier Gonzalez,CF,0.277,0.372,0.414,0.786,1,8,0.144,0.04
84,1,Waukesha Foxes,home,8,88,Carter Turner,RF,0.27,0.308,0.37,0.678,1,29,0.11,0.023
84,1,Waukesha Foxes,home,9,89,Jake Strang,DH,0.253,0.3,0.348,0.648,1,11,0.306,0.037
84,1,Northshore Bobbers,away,1,33,Kevin Lehmann,C,0.28,0.363,0.423,0.786,1,16,0.116,0.035
84,1,Northshore Bobbers,away,2,34,Bryce Robinson,1B,0.257,0.306,0.361,0.667,1,11,0.182,0.031
84,1,Northshore Bobbers,away,3,35,Kevin Carlson,2B,0.302,0.387,0.432,0.819,2,13,0.243,0.058
84,1,Northshore Bobbers,away,4,36,Caleb Nelson,3B,0.266,0.313,0.474,0.787,0,16,0.141,0.055
84,1,Northshore Bobbers,away,5,37,Cole Anderson,SS,0.245,0.29,0.374,0.664,0,6,0.139,0.045
84,1,Northshore Bobbers,away,6,38,Spencer Irvine,LF,0.271,0.325,0.399,0.724,2,17,0.106,0.053
84,1,Northshore Bobbers,away,7,39,Justin Werner,CF,0.273,0.313,0.334,0.647,0,18,0.393,0.067
84,1,Northshore Bobbers,away,8,40,Brady Larson,RF,0.32,0.362,0.426,0.788,2,33,0.16,0.038
84,1,Northshore Bobbers,away,9,41,Marcus Morrison,DH,0.314,0.399,0.399,0.798,2,25,0.091,0.076
85,1,Waukesha Foxes,home,1,81,Sean Krueger,C,0.27,0.331,0.465,0.796,2,15,0.097,0.057
85,1,Waukesha Foxes,home,2,82,Jake Quinn,1B,0.246,0.324,0.43,0.754,2,5,0.203,0.028
85,1,Waukesha Foxes,home,3,83,Kevin Anderson,2B,0.346,0.434,0.512,0.946,3,29,0.182,0.111
85,1,Waukesha Foxes,home,4,84,Colton Rohde,3B,0.263,0.326,0.38,0.706,0,9,0.122,0.049
85,1,Waukesha Foxes,home,5,85,Liam Erickson,SS,0.286,0.351,0.494,0.845,2,14,0.116,0.097
85,1,Waukesha Foxes,home,6,86,Luke Lehmann,LF,0.264,0.304,0.365,0.669,0,5,0.141,0.065
85,1,Waukesha Foxes,home,7,87,Xavier Gonzalez,CF,0.277,0.372,0.414,0.786,1,8,0.144,0.04
85,1,Waukesha Foxes,home,8,88,Carter Turner,RF,0.27,0.308,0.37,0.678,1,29,0.11,0.023
85,1,Waukesha Foxes,home,9,89,Jake Strang,DH,0.253,0.3,0.348,0.648,1,11,0.306,0.037
85,1,Lakeside Beach Bums,away,1,49,Sawyer Nelson,C,0.294,0.37,0.375,0.745,0,13,0.179,0.029
85,1,Lakeside Beach Bums,away,2,50,Xavier Dietrich,1B,0.275,0.338,0.455,0.793,0,8,0.224,0.047
85,1,Lakeside Beach Bums,away,3,51,Marcus Burkhart,2B,0.27,0.352,0.398,0.75,0,25,0.144,0.05
85,1,Lakeside Beach Bums,away,4,52,Cole Strang,3B,0.273,0.312,0.442,0.754,1,12,0.2,0.034
85,1,Lakeside Beach Bums,away,5,53,Colton Rasmussen,SS,0.247,0.326,0.359,0.685,1,15,0.151,0.067
85,1,Lakeside Beach Bums,away,6,54,Sean Fischer,LF,0.285,0.375,0.379,0.754,0,5,0.134,0.032
85,1,Lakeside Beach Bums,away,7,55,Weston Aldrich,CF,0.266,0.314,0.327,0.641,0,13,0.24,0.048
85,1,Lakeside Beach Bums,away,8,56,Ethan Quinn,RF,0.277,0.37,0.439,0.809,0,9,0.324,0.063
85,1,Lakeside Beach Bums,away,9,57,Brady Hansen,DH,0.255,0.327,0.354,0.681,1,5,0.242,0.032
86,1,Waukesha Foxes,home,1,81,Sean Krueger,C,0.27,0.331,0.465,0.796,2,15,0.097,0.057
86,1,Waukesha Foxes,home,2,82,Jake Quinn,1B,0.246,0.324,0.43,0.754,2,5,0.203,0.028
86,1,Waukesha Foxes,home,3,83,Kevin Anderson,2B,0.346,0.434,0.512,0.946,3,29,0.182,0.111
86,1,Waukesha Foxes,home,4,84,Colton Rohde,3B,0.263,0.326,0.38,0.706,0,9,0.122,0.049
86,1,Waukesha Foxes,home,5,85,Liam Erickson,SS,0.286,0.351,0.494,0.845,2,14,0.116,0.097
86,1,Waukesha Foxes,home,6,86,Luke Lehmann,LF,0.264,0.304,0.365,0.669,0,5,0.141,0.065
86,1,Waukesha Foxes,home,7,87,Xavier Gonzalez,CF,0.277,0.372,0.414,0.786,1,8,0.144,0.04
86,1,Waukesha Foxes,home,8,88,Carter Turner,RF,0.27,0.308,0.37,0.678,1,29,0.11,0.023
86,1,Waukesha Foxes,home,9,89,Jake Strang,DH,0.253,0.3,0.348,0.648,1,11,0.306,0.037
86,1,Lakeside Beach Bums,away,1,49,Sawyer Nelson,C,0.294,0.37,0.375,0.745,0,13,0.179,0.029
86,1,Lakeside Beach Bums,away,2,50,Xavier Dietrich,1B,0.275,0.338,0.455,0.793,0,8,0.224,0.047
86,1,Lakeside Beach Bums,away,3,51,Marcus Burkhart,2B,0.27,0.352,0.398,0.75,0,25,0.144,0.05
86,1,Lakeside Beach Bums,away,4,52,Cole Strang,3B,0.273,0.312,0.442,0.754,1,12,0.2,0.034
86,1,Lakeside Beach Bums,away,5,53,Colton Rasmussen,SS,0.247,0.326,0.359,0.685,1,15,0.151,0.067
86,1,Lakeside Beach Bums,away,6,54,Sean Fischer,LF,0.285,0.375,0.379,0.754,0,5,0.134,0.032
86,1,Lakeside Beach Bums,away,7,55,Weston Aldrich,CF,0.266,0.314,0.327,0.641,0,13,0.24,0.048
86,1,Lakeside Beach Bums,away,8,56,Ethan Quinn,RF,0.277,0.37,0.439,0.809,0,9,0.324,0.063
86,1,Lakeside Beach Bums,away,9,57,Brady Hansen,DH,0.255,0.327,0.354,0.681,1,5,0.242,0.032
87,1,Waukesha Foxes,home,1,81,Sean Krueger,C,0.27,0.331,0.465,0.796,2,15,0.097,0.057
87,1,Waukesha Foxes,home,2,82,Jake Quinn,1B,0.246,0.324,0.43,0.754,2,5,0.203,0.028
87,1,Waukesha Foxes,home,3,83,Kevin Anderson,2B,0.346,0.434,0.512,0.946,3,29,0.182,0.111
87,1,Waukesha Foxes,home,4,84,Colton Rohde,3B,0.263,0.326,0.38,0.706,0,9,0.122,0.049
87,1,Waukesha Foxes,home,5,85,Liam Erickson,SS,0.286,0.351,0.494,0.845,2,14,0.116,0.097
87,1,Waukesha Foxes,home,6,86,Luke Lehmann,LF,0.264,0.304,0.365,0.669,0,5,0.141,0.065
87,1,Waukesha Foxes,home,7,87,Xavier Gonzalez,CF,0.277,0.372,0.414,0.786,1,8,0.144,0.04
87,1,Waukesha Foxes,home,8,88,Carter Turner,RF,0.27,0.308,0.37,0.678,1,29,0.11,0.023
87,1,Waukesha Foxes,home,9,89,Jake Strang,DH,0.253,0.3,0.348,0.648,1,11,0.306,0.037
87,1,Lakeside Beach Bums,away,1,49,Sawyer Nelson,C,0.294,0.37,0.375,0.745,0,13,0.179,0.029
87,1,Lakeside Beach Bums,away,2,50,Xavier Dietrich,1B,0.275,0.338,0.455,0.793,0,8,0.224,0.047
87,1,Lakeside Beach Bums,away,3,51,Marcus Burkhart,2B,0.27,0.352,0.398,0.75,0,25,0.144,0.05
87,1,Lakeside Beach Bums,away,4,52,Cole Strang,3B,0.273,0.312,0.442,0.754,1,12,0.2,0.034
87,1,Lakeside Beach Bums,away,5,53,Colton Rasmussen,SS,0.247,0.326,0.359,0.685,1,15,0.151,0.067
87,1,Lakeside Beach Bums,away,6,54,Sean Fischer,LF,0.285,0.375,0.379,0.754,0,5,0.134,0.032
87,1,Lakeside Beach Bums,away,7,55,Weston Aldrich,CF,0.266,0.314,0.327,0.641,0,13,0.24,0.048
87,1,Lakeside Beach Bums,away,8,56,Ethan Quinn,RF,0.277,0.37,0.439,0.809,0,9,0.324,0.063
87,1,Lakeside Beach Bums,away,9,57,Brady Hansen,DH,0.255,0.327,0.354,0.681,1,5,0.242,0.032
88,1,Waukesha Foxes,home,1,81,Sean Krueger,C,0.27,0.331,0.465,0.796,2,15,0.097,0.057
88,1,Waukesha Foxes,home,2,82,Jake Quinn,1B,0.246,0.324,0.43,0.754,2,5,0.203,0.028
88,1,Waukesha Foxes,home,3,83,Kevin Anderson,2B,0.346,0.434,0.512,0.946,3,29,0.182,0.111
88,1,Waukesha Foxes,home,4,84,Colton Rohde,3B,0.263,0.326,0.38,0.706,0,9,0.122,0.049
