game_id,season,game_date,game_month,home_team,home_team_abbr,away_team,away_team_abbr,ballpark,ballpark_city,park_factor,attendance,home_sp_name,home_sp_player_id,home_sp_era,home_sp_whip,home_sp_k9,home_sp_bb9,home_sp_innings_pitched,home_sp_wins,home_sp_losses,home_sp_days_rest,away_sp_name,away_sp_player_id,away_sp_era,away_sp_whip,away_sp_k9,away_sp_bb9,away_sp_innings_pitched,away_sp_wins,away_sp_losses,away_sp_days_rest,home_lineup_avg_ops,home_lineup_avg_ba,home_lineup_total_hr,home_lineup_avg_krate,home_lineup_avg_bbrate,home_lineup_avg_skill,away_lineup_avg_ops,away_lineup_avg_ba,away_lineup_total_hr,away_lineup_avg_krate,away_lineup_avg_bbrate,away_lineup_avg_skill,home_team_wins,home_team_losses,home_team_win_pct,home_team_run_diff,home_team_last10_wins,home_team_home_win_pct,home_team_runs_for,home_team_runs_against,away_team_wins,away_team_losses,away_team_win_pct,away_team_run_diff,away_team_last10_wins,away_team_away_win_pct,away_team_runs_for,away_team_runs_against,weather_condition,temperature_f,wind_mph,wind_direction,humidity_pct,precipitation_chance,ump_k_rate_bias,sp_era_diff,sp_whip_diff,sp_k9_diff,sp_bb9_diff,lineup_ops_diff,lineup_skill_diff,win_pct_diff,run_diff_diff,last10_wins_diff,home_win_prob_true,home_runs_scored,away_runs_scored,total_runs,run_margin,winner,loser
39,1,2022-06-29,6,Northshore Bobbers,NSB,Lakeside Beach Bums,LBB,Bobbers Ballpark,Sheboygan,1.0,1152,Liam Bauer,45,3.8,1.318,7.72,3.93,33.8,1,2,5,Justin Ortega,61,2.63,1.336,8.49,3.76,71.0,1,2,5,0.742,0.281,10,0.175,0.051,0.469,0.735,0.271,3,0.204,0.045,0.466,0,10,0.286,-17,4,0.375,72,89,2,6,0.25,-26,2,0.5,44,70,Clear,81.3,14.7,Calm,43,0.02,-0.0168,-1.17,0.018,-0.77,-0.17,0.007,0.003,0.036,9,2,0.6149,7,10,17,-3,Lakeside Beach Bums,Northshore Bobbers
40,1,2022-06-30,6,Northshore Bobbers,NSB,Johnson Creek Mapaches,JCM,Bobbers Ballpark,Sheboygan,1.0,1209,Ethan O'Brien,46,4.26,1.267,6.83,4.55,15.7,1,2,4,Jackson Dietrich,75,3.36,1.323,9.2,3.47,46.5,1,0,4,0.742,0.281,10,0.175,0.051,0.469,0.799,0.287,9,0.199,0.055,0.499,0,11,0.267,-20,3,0.333,79,99,2,4,0.333,-1,2,0.5,48,49,Clear,68.1,4.2,L-R,62,0.02,-0.0098,-0.9,0.056,-2.37,-1.08,-0.057,-0.03,-0.066,-19,1,0.5224,5,7,12,-2,Johnson Creek Mapaches,Northshore Bobbers
41,1,2022-07-01,7,Northshore Bobbers,NSB,Johnson Creek Mapaches,JCM,Bobbers Ballpark,Sheboygan,1.0,1108,Cameron Novak,43,4.23,1.414,7.51,3.14,31.9,0,2,5,Eli Jorgensen,76,3.7,1.587,8.72,4.14,55.0,1,0,6,0.742,0.281,10,0.175,0.051,0.469,0.799,0.287,9,0.199,0.055,0.499,0,12,0.25,-22,3,0.3,84,106,3,4,0.429,1,3,0.5,55,54,Partly Cloudy,91.0,11.2,Calm,79,0.12,0.0019,-0.53,0.173,-1.21,1.0,-0.057,-0.03,-0.179,-23,0,0.2826,2,3,5,-1,Johnson Creek Mapaches,Northshore Bobbers
42,1,2022-07-03,7,Northshore Bobbers,NSB,Johnson Creek Mapaches,JCM,Bobbers Ballpark,Sheboygan,1.0,1110,Cameron Novak,43,4.23,1.414,7.51,3.14,31.9,0,2,5,Liam Schmidt,77,4.13,1.275,7.73,3.02,63.5,2,3,4,0.742,0.281,10,0.175,0.051,0.469,0.799,0.287,9,0.199,0.055,0.499,1,13,0.235,-23,3,0.273,86,109,4,4,0.5,2,4,0.5,58,56,Partly Cloudy,84.3,9.5,R-L,37,0.12,-0.0192,-0.1,-0.139,-0.22,-0.12,-0.057,-0.03,-0.265,-25,-1,0.2448,6,5,11,1,Northshore Bobbers,Johnson Creek Mapaches
43,1,2022-07-04,7,Northshore Bobbers,NSB,Waukesha Foxes,WKF,Bobbers Ballpark,Sheboygan,1.0,970,Cameron Novak,43,4.23,1.414,7.51,3.14,31.9,0,2,5,Zach Evans,91,3.1,1.386,8.19,3.76,84.4,1,0,6,0.742,0.281,10,0.175,0.051,0.469,0.759,0.275,12,0.158,0.056,0.471,0,13,0.278,-22,4,0.333,92,114,3,3,0.5,-5,3,0.5,38,43,Windy,79.5,11.4,In,75,0.08,0.025,-1.13,-0.028,-0.68,0.62,-0.017,-0.002,-0.222,-17,1,0.2195,5,13,18,-8,Waukesha Foxes,Northshore Bobbers
44,1,2022-07-05,7,Northshore Bobbers,NSB,Waukesha Foxes,WKF,Bobbers Ballpark,Sheboygan,1.0,1139,Sawyer Hagen,44,2.76,1.348,8.86,2.7,68.9,0,0,5,Ryan Hagen,92,3.81,1.515,6.2,3.82,11.9,0,4,7,0.742,0.281,10,0.175,0.051,0.469,0.759,0.275,12,0.158,0.056,0.471,0,14,0.263,-30,3,0.308,97,127,4,3,0.571,3,4,0.5,51,48,Partly Cloudy,84.2,9.7,L-R,53,0.12,-0.0019,1.05,0.167,2.66,1.12,-0.017,-0.002,-0.308,-33,-1,0.3908,4,8,12,-4,Waukesha Foxes,Northshore Bobbers
45,1,2022-07-06,7,Northshore Bobbers,NSB,Waukesha Foxes,WKF,Bobbers Ballpark,Sheboygan,1.0,1012,Liam Bauer,45,3.8,1.318,7.72,3.93,33.8,1,2,5,Caleb Schmidt,93,2.88,1.317,10.84,2.74,68.1,3,1,5,0.742,0.281,10,0.175,0.051,0.469,0.759,0.275,12,0.158,0.056,0.471,0,15,0.25,-34,3,0.286,101,135,5,3,0.625,7,5,0.5,59,52,Clear,81.3,6.9,L-R,35,0.02,0.001,-0.92,-0.001,-3.12,-1.19,-0.017,-0.002,-0.375,-41,-2,0.393,4,7,11,-3,Waukesha Foxes,Northshore Bobbers
46,1,2022-07-07,7,Lakeside Beach Bums,LBB,Maunesha River Rats,MRR,Beach Bums Ballpark,Lake Geneva,1.05,1909,Owen Mueller,59,3.91,1.199,8.6,3.82,14.7,1,2,4,Derek Vandenberg,11,3.05,1.308,8.77,3.16,18.4,2,1,4,0.735,0.271,3,0.204,0.045,0.466,0.723,0.27,7,0.199,0.057,0.442,0,6,0.333,-23,3,0.5,54,77,15,6,0.714,33,8,0.667,175,142,Clear,77.8,10.1,Calm,63,0.02,0.0092,-0.86,0.109,-0.17,-0.66,0.012,0.024,-0.381,-56,-5,0.2485,5,6,11,-1,Maunesha River Rats,Lakeside Beach Bums
47,1,2022-07-08,7,Lakeside Beach Bums,LBB,Maunesha River Rats,MRR,Beach Bums Ballpark,Lake Geneva,1.05,1662,Nolan Xavier,60,3.4,1.389,8.66,4.4,35.8,0,3,4,Luke Ehrhardt,12,3.76,1.392,7.01,3.63,29.6,0,3,5,0.735,0.271,3,0.204,0.045,0.466,0.723,0.27,7,0.199,0.057,0.442,1,7,0.3,-24,3,0.0,59,83,16,6,0.727,34,8,0.667,181,147,Clear,74.2,7.7,Out,70,0.02,0.0165,0.36,0.003,1.65,-0.77,0.012,0.024,-0.427,-58,-5,0.2649,10,8,18,2,Lakeside Beach Bums,Maunesha River Rats
48,1,2022-07-10,7,Lakeside Beach Bums,LBB,Maunesha River Rats,MRR,Beach Bums Ballpark,Lake Geneva,1.05,1234,Justin Ortega,61,2.63,1.336,8.49,3.76,71.0,1,2,5,Hunter Werner,13,4.09,1.363,6.8,3.87,55.2,0,2,4,0.735,0.271,3,0.204,0.045,0.466,0.723,0.27,7,0.199,0.057,0.442,0,7,0.364,-22,4,0.5,69,91,16,7,0.696,32,7,0.667,189,157,Partly Cloudy,86.7,10.4,Calm,78,0.12,-0.0036,1.46,0.027,1.69,0.11,0.012,0.024,-0.332,-54,-3,0.3067,4,7,11,-3,Maunesha River Rats,Lakeside Beach Bums
49,1,2022-07-11,7,Lakeside Beach Bums,LBB,Wisconsin Cheese Kings,WCK,Beach Bums Ballpark,Lake Geneva,1.05,1232,Bryce Vogel,62,3.71,1.317,7.44,3.86,68.4,1,0,4,Brady Graham,27,4.35,1.119,9.07,3.75,52.4,3,1,5,0.735,0.271,3,0.204,0.045,0.466,0.749,0.273,10,0.19,0.055,0.487,0,8,0.333,-25,3,0.333,73,98,12,9,0.571,16,6,0.533,157,141,Light Rain,76.3,9.0,L-R,69,0.65,0.0193,0.64,-0.198,-1.63,-0.11,-0.014,-0.021,-0.238,-41,-3,0.33,4,8,12,-4,Wisconsin Cheese Kings,Lakeside Beach Bums
50,1,2022-07-12,7,Lakeside Beach Bums,LBB,Wisconsin Cheese Kings,WCK,Beach Bums Ballpark,Lake Geneva,1.05,1411,Owen Mueller,59,3.91,1.199,8.6,3.82,14.7,1,2,4,Parker Yates,28,3.91,1.244,8.46,3.65,20.9,1,0,5,0.735,0.271,3,0.204,0.045,0.466,0.749,0.273,10,0.19,0.055,0.487,1,9,0.308,-29,3,0.25,77,106,13,9,0.591,20,6,0.533,165,145,Overcast,82.9,8.2,Calm,49,0.28,-0.0035,0.0,0.045,0.14,-0.17,-0.014,-0.021,-0.283,-49,-3,0.3678,11,9,20,2,Lakeside Beach Bums,Wisconsin Cheese Kings
51,1,2022-07-13,7,Lakeside Beach Bums,LBB,Wisconsin Cheese Kings,WCK,Beach Bums Ballpark,Lake Geneva,1.05,1332,Owen Mueller,59,3.91,1.199,8.6,3.82,14.7,1,2,4,Garrett Bauer,29,2.85,1.232,9.98,2.11,65.7,4,1,7,0.735,0.271,3,0.204,0.045,0.466,0.749,0.273,10,0.19,0.055,0.487,1,9,0.357,-27,4,0.4,88,115,13,10,0.565,18,5,0.533,174,156,Light Rain,68.0,4.7,R-L,59,0.65,-0.0342,-1.06,0.033,-1.38,-1.71,-0.014,-0.021,-0.208,-45,-1,0.4216,10,7,17,3,Lakeside Beach Bums,Wisconsin Cheese Kings
52,1,2022-07-14,7,Lakeside Beach Bums,LBB,Northshore Bobbers,NSB,Beach Bums Ballpark,Lake Geneva,1.05,1332,Owen Mueller,59,3.91,1.199,8.6,3.82,14.7,1,2,4,Cameron Novak,43,4.23,1.414,7.51,3.14,31.9,0,2,5,0.735,0.271,3,0.204,0.045,0.466,0.742,0.281,10,0.175,0.051,0.469,0,9,0.4,-24,5,0.5,98,122,5,16,0.238,-37,2,0.267,105,142,Partly Cloudy,76.1,3.4,L-R,70,0.12,0.0032,0.32,0.215,1.09,-0.68,-0.007,-0.003,0.162,13,3,0.6674,3,4,7,-1,Northshore Bobbers,Lakeside Beach Bums
53,1,2022-07-15,7,Lakeside Beach Bums,LBB,Northshore Bobbers,NSB,Beach Bums Ballpark,Lake Geneva,1.05,1496,Nolan Xavier,60,3.4,1.389,8.66,4.4,35.8,0,3,4,Sawyer Hagen,44,2.76,1.348,8.86,2.7,68.9,0,0,5,0.735,0.271,3,0.204,0.045,0.466,0.742,0.281,10,0.175,0.051,0.469,0,10,0.375,-25,5,0.429,101,126,6,16,0.273,-36,3,0.267,109,145,Clear,82.6,12.5,Out,88,0.02,-0.0092,-0.64,-0.041,-0.2,-1.7,-0.007,-0.003,0.102,11,2,0.3526,5,7,12,-2,Northshore Bobbers,Lakeside Beach Bums
54,1,2022-07-16,7,Lakeside Beach Bums,LBB,Northshore Bobbers,NSB,Beach Bums Ballpark,Lake Geneva,1.05,1478,Justin Ortega,61,2.63,1.336,8.49,3.76,71.0,1,2,5,Liam Bauer,45,3.8,1.318,7.72,3.93,33.8,1,2,5,0.735,0.271,3,0.204,0.045,0.466,0.742,0.281,10,0.175,0.051,0.469,0,11,0.353,-27,5,0.375,106,133,7,16,0.304,-34,3,0.267,116,150,Partly Cloudy,82.4,5.1,R-L,44,0.12,0.0283,1.17,-0.018,0.77,0.17,-0.007,-0.003,0.049,7,2,0.4548,1,3,4,-2,Northshore Bobbers,Lakeside Beach Bums
55,1,2022-07-19,7,Lakeside Beach Bums,LBB,Johnson Creek Mapaches,JCM,Beach Bums Ballpark,Lake Geneva,1.05,1749,Bryce Vogel,62,3.71,1.317,7.44,3.86,68.4,1,0,4,Jackson Dietrich,75,3.36,1.323,9.2,3.47,46.5,1,0,4,0.735,0.271,3,0.204,0.045,0.466,0.799,0.287,9,0.199,0.055,0.499,1,12,0.333,-29,4,0.333,107,136,4,5,0.444,1,4,0.5,63,62,Clear,78.8,12.5,L-R,88,0.02,-0.0094,-0.35,0.006,-1.76,-0.39,-0.064,-0.033,-0.111,-30,0,0.2925,6,3,9,3,Lakeside Beach Bums,Johnson Creek Mapaches
56,1,2022-07-20,7,Lakeside Beach Bums,LBB,Johnson Creek Mapaches,JCM,Beach Bums Ballpark,Lake Geneva,1.05,1571,Owen Mueller,59,3.91,1.199,8.6,3.82,14.7,1,2,4,Eli Jorgensen,76,3.7,1.587,8.72,4.14,55.0,1,0,6,0.735,0.271,3,0.204,0.045,0.466,0.799,0.287,9,0.199,0.055,0.499,0,12,0.368,-26,4,0.4,113,139,4,6,0.4,-2,4,0.5,66,68,Clear,82.4,12.0,L-R,79,0.02,0.0017,-0.21,0.388,-0.12,0.32,-0.064,-0.033,-0.032,-24,0,0.3856,3,6,9,-3,Johnson Creek Mapaches,Lakeside Beach Bums
57,1,2022-07-21,7,Lakeside Beach Bums,LBB,Johnson Creek Mapaches,JCM,Beach Bums Ballpark,Lake Geneva,1.05,1674,Owen Mueller,59,3.91,1.199,8.6,3.82,14.7,1,2,4,Liam Schmidt,77,4.13,1.275,7.73,3.02,63.5,2,3,4,0.735,0.271,3,0.204,0.045,0.466,0.799,0.287,9,0.199,0.055,0.499,1,13,0.35,-29,4,0.364,116,145,5,6,0.455,1,4,0.5,72,71,Clear,82.4,11.0,Calm,46,0.02,-0.0408,0.22,0.076,0.87,-0.8,-0.064,-0.033,-0.105,-30,0,0.6132,6,4,10,2,Lakeside Beach Bums,Johnson Creek Mapaches
58,1,2022-07-23,7,Lakeside Beach Bums,LBB,Waukesha Foxes,WKF,Beach Bums Ballpark,Lake Geneva,1.05,1199,Owen Mueller,59,3.91,1.199,8.6,3.82,14.7,1,2,4,Zach Evans,91,3.1,1.386,8.19,3.76,84.4,1,0,6,0.735,0.271,3,0.204,0.045,0.466,0.759,0.275,12,0.158,0.056,0.471,0,13,0.381,-27,4,0.417,122,149,6,3,0.667,10,6,0.5,66,56,Partly Cloudy,78.1,11.6,Calm,40,0.12,0.0074,-0.81,0.187,0.41,-0.06,-0.024,-0.005,-0.286,-37,-2,0.2559,6,7,13,-1,Waukesha Foxes,Lakeside Beach Bums
59,1,2022-07-24,7,Lakeside Beach Bums,LBB,Waukesha Foxes,WKF,Beach Bums Ballpark,Lake Geneva,1.05,1551,Nolan Xavier,60,3.4,1.389,8.66,4.4,35.8,0,3,4,Ryan Hagen,92,3.81,1.515,6.2,3.82,11.9,0,4,7,0.735,0.271,3,0.204,0.045,0.466,0.759,0.275,12,0.158,0.056,0.471,1,14,0.364,-28,4,0.385,128,156,7,3,0.7,11,7,0.5,73,62,Clear,88.1,7.3,L-R,36,0.02,0.0059,0.41,0.126,2.46,-0.58,-0.024,-0.005,-0.336,-39,-3,0.4529,5,1,6,4,Lakeside Beach Bums,Waukesha Foxes
60,1,2022-07-25,7,Lakeside Beach Bums,LBB,Waukesha Foxes,WKF,Beach Bums Ballpark,Lake Geneva,1.05,1772,Justin Ortega,61,2.63,1.336,8.49,3.76,71.0,1,2,5,Caleb Schmidt,93,2.88,1.317,10.84,2.74,68.1,3,1,5,0.735,0.271,3,0.204,0.045,0.466,0.759,0.275,12,0.158,0.056,0.471,1,14,0.391,-24,5,0.429,133,157,7,4,0.636,7,7,0.5,74,67,Clear,77.8,12.5,Out,36,0.02,0.0123,0.25,-0.019,-2.35,-1.02,-0.024,-0.005,-0.245,-31,-2,0.3286,9,7,16,2,Lakeside Beach Bums,Waukesha Foxes
61,1,2022-07-27,7,Johnson Creek Mapaches,JCM,Maunesha River Rats,MRR,Mapaches Ballpark,Johnson Creek,0.96,1173,Jackson Dietrich,75,3.36,1.323,9.2,3.47,46.5,1,0,4,Derek Vandenberg,11,3.05,1.308,8.77,3.16,18.4,2,1,4,0.799,0.287,9,0.199,0.055,0.499,0.723,0.27,7,0.199,0.057,0.442,1,7,0.417,-1,4,0.5,76,77,17,7,0.708,35,8,0.667,196,161,Partly Cloudy,74.4,11.6,Calm,67,0.12,-0.0098,-0.31,-0.015,0.43,-0.31,0.076,0.057,-0.291,-36,-4,0.458,8,4,12,4,Johnson Creek Mapaches,Maunesha River Rats
62,1,2022-07-28,7,Johnson Creek Mapaches,JCM,Maunesha River Rats,MRR,Mapaches Ballpark,Johnson Creek,0.96,983,Eli Jorgensen,76,3.7,1.587,8.72,4.14,55.0,1,0,6,Luke Ehrhardt,12,3.76,1.392,7.01,3.63,29.6,0,3,5,0.799,0.287,9,0.199,0.055,0.499,0.723,0.27,7,0.199,0.057,0.442,1,7,0.462,3,5,1.0,84,81,17,8,0.68,31,7,0.667,200,169,Clear,83.2,13.1,In,61,0.02,0.0005,0.06,-0.195,1.71,-0.51,0.076,0.057,-0.218,-28,-2,0.4189,5,3,8,2,Johnson Creek Mapaches,Maunesha River Rats
63,1,2022-07-29,7,Johnson Creek Mapaches,JCM,Maunesha River Rats,MRR,Mapaches Ballpark,Johnson Creek,0.96,1095,Liam Schmidt,77,4.13,1.275,7.73,3.02,63.5,2,3,4,Hunter Werner,13,4.09,1.363,6.8,3.87,55.2,0,2,4,0.799,0.287,9,0.199,0.055,0.499,0.723,0.27,7,0.199,0.057,0.442,0,7,0.5,5,6,1.0,89,84,17,9,0.654,29,6,0.667,203,174,Clear,79.1,13.4,L-R,69,0.02,-0.0261,-0.04,0.088,0.93,0.85,0.076,0.057,-0.154,-24,0,0.5464,7,11,18,-4,Maunesha River Rats,Johnson Creek Mapaches
64,1,2022-07-30,7,Johnson Creek Mapaches,JCM,Wisconsin Cheese Kings,WCK,Mapaches Ballpark,Johnson Creek,0.96,1011,Owen Vogel,78,4.33,1.29,8.25,2.49,19.8,1,3,4,Brady Graham,27,4.35,1.119,9.07,3.75,52.4,3,1,5,0.799,0.287,9,0.199,0.055,0.499,0.749,0.273,10,0.19,0.055,0.487,1,8,0.467,1,6,0.667,96,95,13,11,0.542,15,4,0.533,181,166,Clear,75.2,6.3,In,67,0.02,0.0105,0.02,-0.171,-0.82,1.26,0.05,0.012,-0.075,-14,2,0.5375,3,2,5,1,Johnson Creek Mapaches,Wisconsin Cheese Kings
65,1,2022-07-31,7,Johnson Creek Mapaches,JCM,Wisconsin Cheese Kings,WCK,Mapaches Ballpark,Johnson Creek,0.96,836,Jackson Dietrich,75,3.36,1.323,9.2,3.47,46.5,1,0,4,Parker Yates,28,3.91,1.244,8.46,3.65,20.9,1,0,5,0.799,0.287,9,0.199,0.055,0.499,0.749,0.273,10,0.19,0.055,0.487,0,8,0.5,2,6,0.75,99,97,13,12,0.52,14,4,0.533,183,169,Windy,81.3,5.6,Out,44,0.08,-0.0195,0.55,-0.079,0.74,0.18,0.05,0.012,-0.02,-12,2,0.3623,4,6,10,-2,Wisconsin Cheese Kings,Johnson Creek Mapaches
66,1,2022-08-02,8,Johnson Creek Mapaches,JCM,Wisconsin Cheese Kings,WCK,Mapaches Ballpark,Johnson Creek,0.96,926,Jackson Dietrich,75,3.36,1.323,9.2,3.47,46.5,1,0,4,Garrett Bauer,29,2.85,1.232,9.98,2.11,65.7,4,1,7,0.799,0.287,9,0.199,0.055,0.499,0.749,0.273,10,0.19,0.055,0.487,0,9,0.471,0,5,0.6,103,103,14,12,0.538,16,5,0.533,189,173,Overcast,84.4,9.3,In,55,0.28,-0.0022,-0.51,-0.091,-0.78,-1.36,0.05,0.012,-0.067,-16,0,0.5371,4,7,11,-3,Wisconsin Cheese Kings,Johnson Creek Mapaches
67,1,2022-08-03,8,Johnson Creek Mapaches,JCM,Northshore Bobbers,NSB,Mapaches Ballpark,Johnson Creek,0.96,1194,Jackson Dietrich,75,3.36,1.323,9.2,3.47,46.5,1,0,4,Cameron Novak,43,4.23,1.414,7.51,3.14,31.9,0,2,5,0.799,0.287,9,0.199,0.055,0.499,0.742,0.281,10,0.175,0.051,0.469,1,10,0.444,-3,4,0.5,107,110,8,16,0.333,-32,4,0.267,119,151,Clear,93.2,16.6,Calm,35,0.02,0.0395,0.87,0.091,1.69,-0.33,0.057,0.03,0.111,29,0,0.6938,6,4,10,2,Johnson Creek Mapaches,Northshore Bobbers
68,1,2022-08-04,8,Johnson Creek Mapaches,JCM,Northshore Bobbers,NSB,Mapaches Ballpark,Johnson Creek,0.96,1065,Eli Jorgensen,76,3.7,1.587,8.72,4.14,55.0,1,0,6,Sawyer Hagen,44,2.76,1.348,8.86,2.7,68.9,0,0,5,0.799,0.287,9,0.199,0.055,0.499,0.742,0.281,10,0.175,0.051,0.469,0,10,0.474,-1,5,0.571,113,114,8,17,0.32,-34,4,0.267,123,157,Partly Cloudy,68.0,6.2,Out,41,0.12,0.0202,-0.94,-0.239,-0.14,-1.44,0.057,0.03,0.154,33,1,0.5921,3,6,9,-3,Northshore Bobbers,Johnson Creek Mapaches
69,1,2022-08-05,8,Johnson Creek Mapaches,JCM,Northshore Bobbers,NSB,Mapaches Ballpark,Johnson Creek,0.96,1201,Liam Schmidt,77,4.13,1.275,7.73,3.02,63.5,2,3,4,Liam Bauer,45,3.8,1.318,7.72,3.93,33.8,1,2,5,0.799,0.287,9,0.199,0.055,0.499,0.742,0.281,10,0.175,0.051,0.469,0,11,0.45,-4,5,0.5,116,120,9,17,0.346,-31,5,0.267,129,160,Clear,76.1,8.8,Calm,78,0.02,0.0132,-0.33,0.043,0.01,0.91,0.057,0.03,0.104,27,0,0.4929,4,6,10,-2,Northshore Bobbers,Johnson Creek Mapaches
70,1,2022-08-06,8,Johnson Creek Mapaches,JCM,Lakeside Beach Bums,LBB,Mapaches Ballpark,Johnson Creek,0.96,991,Owen Vogel,78,4.33,1.29,8.25,2.49,19.8,1,3,4,Owen Mueller,59,3.91,1.199,8.6,3.82,14.7,1,2,4,0.799,0.287,9,0.199,0.055,0.499,0.735,0.271,3,0.204,0.045,0.466,1,12,0.429,-6,4,0.444,120,126,10,14,0.417,-22,5,0.467,142,164,Partly Cloudy,88.3,11.1,R-L,83,0.12,0.004,-0.42,-0.091,-0.35,1.33,0.064,0.033,0.012,16,-1,0.727,4,3,7,1,Johnson Creek Mapaches,Lakeside Beach Bums
71,1,2022-08-07,8,Johnson Creek Mapaches,JCM,Lakeside Beach Bums,LBB,Mapaches Ballpark,Johnson Creek,0.96,1190,Jackson Dietrich,75,3.36,1.323,9.2,3.47,46.5,1,0,4,Nolan Xavier,60,3.4,1.389,8.66,4.4,35.8,0,3,4,0.799,0.287,9,0.199,0.055,0.499,0.735,0.271,3,0.204,0.045,0.466,0,12,0.455,-5,5,0.5,124,129,10,15,0.4,-23,4,0.467,145,168,Clear,71.0,13.5,Out,73,0.02,0.0182,0.04,0.066,0.54,0.93,0.064,0.033,0.055,18,1,0.5086,7,11,18,-4,Lakeside Beach Bums,Johnson Creek Mapaches
72,1,2022-08-09,8,Johnson Creek Mapaches,JCM,Lakeside Beach Bums,LBB,Mapaches Ballpark,Johnson Creek,0.96,745,Jackson Dietrich,75,3.36,1.323,9.2,3.47,46.5,1,0,4,Justin Ortega,61,2.63,1.336,8.49,3.76,71.0,1,2,5,0.799,0.287,9,0.199,0.055,0.499,0.735,0.271,3,0.204,0.045,0.466,1,13,0.435,-9,4,0.455,131,140,11,15,0.423,-19,5,0.467,156,175,Heavy Rain,86.8,11.8,R-L,56,0.92,0.0128,-0.73,0.013,0.71,0.29,0.064,0.033,0.012,10,-1,0.4747,4,3,7,1,Johnson Creek Mapaches,Lakeside Beach Bums
73,1,2022-08-10,8,Johnson Creek Mapaches,JCM,Waukesha Foxes,WKF,Mapaches Ballpark,Johnson Creek,0.96,1009,Jackson Dietrich,75,3.36,1.323,9.2,3.47,46.5,1,0,4,Zach Evans,91,3.1,1.386,8.19,3.76,84.4,1,0,6,0.799,0.287,9,0.199,0.055,0.499,0.759,0.275,12,0.158,0.056,0.471,0,13,0.458,-8,4,0.5,135,143,7,5,0.583,5,6,0.5,81,76,Clear,69.3,7.1,Out,53,0.02,-0.002,-0.26,0.063,1.01,0.29,0.04,0.028,-0.125,-13,-2,0.3975,4,8,12,-4,Waukesha Foxes,Johnson Creek Mapaches
74,1,2022-08-11,8,Johnson Creek Mapaches,JCM,Waukesha Foxes,WKF,Mapaches Ballpark,Johnson Creek,0.96,948,Eli Jorgensen,76,3.7,1.587,8.72,4.14,55.0,1,0,6,Ryan Hagen,92,3.81,1.515,6.2,3.82,11.9,0,4,7,0.799,0.287,9,0.199,0.055,0.499,0.759,0.275,12,0.158,0.056,0.471,1,14,0.44,-12,4,0.462,139,151,8,5,0.615,9,7,0.5,89,80,Partly Cloudy,62.5,10.9,L-R,88,0.12,-0.0304,0.11,-0.072,2.52,-0.32,0.04,0.028,-0.175,-21,-3,0.3005,4,3,7,1,Johnson Creek Mapaches,Waukesha Foxes
75,1,2022-08-13,8,Johnson Creek Mapaches,JCM,Waukesha Foxes,WKF,Mapaches Ballpark,Johnson Creek,0.96,623,Liam Schmidt,77,4.13,1.275,7.73,3.02,63.5,2,3,4,Caleb Schmidt,93,2.88,1.317,10.84,2.74,68.1,3,1,5,0.799,0.287,9,0.199,0.055,0.499,0.759,0.275,12,0.158,0.056,0.471,1,14,0.462,-11,4,0.5,143,154,8,6,0.571,8,6,0.5,92,84,Light Rain,78.4,9.8,L-R,86,0.65,-0.0015,-1.25,0.042,-3.11,-0.28,0.04,0.028,-0.109,-19,-2,0.621,6,5,11,1,Johnson Creek Mapaches,Waukesha Foxes
76,1,2022-08-14,8,Waukesha Foxes,WKF,Maunesha River Rats,MRR,Foxes Ballpark,Waukesha,1.01,1636,Cole Davis,94,3.87,1.153,8.84,3.05,25.8,3,1,5,Derek Vandenberg,11,3.05,1.308,8.77,3.16,18.4,2,1,4,0.759,0.275,12,0.158,0.056,0.471,0.723,0.27,7,0.199,0.057,0.442,0,7,0.533,7,5,0.5,97,90,18,9,0.667,33,6,0.667,214,181,Partly Cloudy,71.2,15.5,L-R,60,0.12,-0.0089,-0.82,0.155,0.07,0.11,0.036,0.029,-0.134,-26,-1,0.4631,5,8,13,-3,Maunesha River Rats,Waukesha Foxes
77,1,2022-08-15,8,Waukesha Foxes,WKF,Maunesha River Rats,MRR,Foxes Ballpark,Waukesha,1.01,1569,Zach Evans,91,3.1,1.386,8.19,3.76,84.4,1,0,6,Luke Ehrhardt,12,3.76,1.392,7.01,3.63,29.6,0,3,5,0.759,0.275,12,0.158,0.056,0.471,0.723,0.27,7,0.199,0.057,0.442,0,8,0.5,4,5,0.0,102,98,19,9,0.679,36,6,0.667,222,186,Clear,74.4,6.3,Out,43,0.02,0.0109,0.66,0.006,1.18,-0.13,0.036,0.029,-0.179,-32,-1,0.3337,4,8,12,-4,Maunesha River Rats,Waukesha Foxes
78,1,2022-08-17,8,Waukesha Foxes,WKF,Maunesha River Rats,MRR,Foxes Ballpark,Waukesha,1.01,1104,Zach Evans,91,3.1,1.386,8.19,3.76,84.4,1,0,6,Hunter Werner,13,4.09,1.363,6.8,3.87,55.2,0,2,4,0.759,0.275,12,0.158,0.056,0.471,0.723,0.27,7,0.199,0.057,0.442,0,9,0.471,0,4,0.0,106,106,20,9,0.69,40,6,0.667,230,190,Light Rain,75.7,15.9,L-R,72,0.65,0.0004,0.99,-0.023,1.39,0.11,0.036,0.029,-0.219,-40,-2,0.3791,6,7,13,-1,Maunesha River Rats,Waukesha Foxes
